X_DE;X_FE;ESTADO
0.570912;-0.34401545;IR_007
106.712.133;-0.30538051;IR_007
140.683.067;-0.20345;IR_007
155.164.533;-0.09535434;IR_007
150.073.067;0.04069;IR_007
1.405.996;0.06000747;IR_007
128.496.933;-0.05219828;IR_007
109.758.667;-0.14878566;IR_007
0.866384;-0.27332172;IR_007
0.53251733;-0.2564703;IR_007
0.23829733;-0.08713414;IR_007
0.02420533;0.12905717;IR_007
-0.07595467;0.31401172;IR_007
-0.06844267;0.40443394;IR_007
-0.11184533;0.4151202;IR_007
-0.21200533;0.34360444;IR_007
-0.39479733;0.27332172;IR_007
-0.55296667;0.16769212;IR_007
-0.661056;0.14960768;IR_007
-0.76580667;0.22153444;IR_007
-0.82924133;0.30620253;IR_007
-0.80420133;0.4393698;IR_007
-0.66022133;0.44142485;IR_007
-0.37893867;0.30168141;IR_007
-0.01794533;0.03945697;IR_007
0.313;-0.20838212;IR_007
0.63518133;-0.35018061;IR_007
0.93232267;-0.37977333;IR_007
112.721.733;-0.3497696;IR_007
10.642;-0.41429818;IR_007
0.64811867;-0.50677545;IR_007
-0.07929333;-0.61774818;IR_007
-0.95193733;-0.60048576;IR_007
-164.679.733;-0.46608545;IR_007
-192.474.133;-0.34524848;IR_007
-1.718.996;-0.26181343;IR_007
-1.109.272;-0.31483374;IR_007
-0.23871467;-0.3337402;IR_007
0.761216;-0.26551253;IR_007
1.720.248;-0.0242496;IR_007
245.350.267;0.33332919;IR_007
282.618.133;0.6345996;IR_007
268.011.467;0.90216717;IR_007
198.650.667;0.9724499;IR_007
0.92439333;0.92189566;IR_007
-0.25874667;0.71967869;IR_007
-123.739.333;0.48375889;IR_007
-182.124.267;0.32716404;IR_007
-1.926.828;0.30085939;IR_007
-161.674.933;0.55280859;IR_007
-1.055.436;0.83147343;IR_007
-0.341796;101.396.192;IR_007
0.33344933;0.86805333;IR_007
0.827572;0.44553495;IR_007
0.990332;-0.0571304;IR_007
0.82339867;-0.53184707;IR_007
0.46991733;-0.75338152;IR_007
0.02796133;-0.83928263;IR_007
-0.354316;-0.85983313;IR_007
-0.598456;-0.87997263;IR_007
-0.62683467;-0.89065889;IR_007
-0.42734933;-0.84257071;IR_007
-0.04048133;-0.76571182;IR_007
0.42234133;-0.6185702;IR_007
0.746192;-0.49526717;IR_007
0.766224;-0.32346495;IR_007
0.47367333;-0.13809939;IR_007
0.01168533;0.08014697;IR_007
-0.44654667;0.36045586;IR_007
-0.73283733;0.55363061;IR_007
-0.83800533;0.77228798;IR_007
-0.796272;0.87627354;IR_007
-0.57049467;0.93258192;IR_007
-0.192808;0.90627727;IR_007
0.29839333;0.74639434;IR_007
0.78416933;0.47553869;IR_007
110.134.267;0.04521111;IR_007
1.190.652;-0.20386101;IR_007
104.875.867;-0.38018434;IR_007
0.767476;-0.29017313;IR_007
0.44863333;-0.08713414;IR_007
0.16609867;0.01191929;IR_007
-0.01836267;0.15330677;IR_007
-0.15441333;0.1709802;IR_007
-0.26292;0.34812556;IR_007
-0.32510267;0.51951677;IR_007
-0.34847333;0.64939596;IR_007
-0.32009467;0.68022172;IR_007
-0.292968;0.49485616;IR_007
-0.24998267;0.26551253;IR_007
-0.16943733;-0.12042596;IR_007
-0.05675733;-0.34730354;IR_007
0.12436533;-0.50636444;IR_007
0.30381867;-0.62226929;IR_007
0.46908267;-0.54171131;IR_007
0.59010933;-0.49115707;IR_007
0.64686667;-0.40813303;IR_007
0.658552;-0.39333667;IR_007
0.54628933;-0.43895879;IR_007
0.318008;-0.5371902;IR_007
0.01544133;-0.65268404;IR_007
-0.25832933;-0.64980697;IR_007
-0.409404;-0.66460333;IR_007
-0.42401067;-0.5248599;IR_007
-0.34471733;-0.3378503;IR_007
-0.27126667;-0.16481505;IR_007
-0.21826533;0.05918545;IR_007
-0.12060933;0.05178727;IR_007
0.07428533;0.09165525;IR_007
0.314252;-0.02918172;IR_007
0.52750933;-0.16317101;IR_007
0.642276;-0.10480758;IR_007
0.63434667;-0.10809566;IR_007
0.56924267;0.19276374;IR_007
0.514572;0.43361566;IR_007
0.48118533;0.65268404;IR_007
0.35598533;0.83476152;IR_007
0.12728667;0.84462576;IR_007
-0.12979067;0.83969364;IR_007
-0.32510267;0.65432808;IR_007
-0.349308;0.54952051;IR_007
-0.24121867;0.34524848;IR_007
-0.060096;0.18865364;IR_007
0.11727067;0.10809566;IR_007
0.23203733;0.01356333;IR_007
0.335536;0.10686263;IR_007
0.42359333;0.10151949;IR_007
0.45238933;0.10891768;IR_007
0.38352933;0.02753768;IR_007
0.21117067;-0.13892141;IR_007
0.04841067;-0.3090796;IR_007
-0.02545733;-0.49074606;IR_007
0.02796133;-0.47512768;IR_007
0.15816933;-0.42046333;IR_007
0.22536;-0.18618758;IR_007
0.22202133;0.02712667;IR_007
0.16484667;0.12124798;IR_007
0.11685333;0.27537677;IR_007
0.10808933;0.34401545;IR_007
0.05800933;0.53636818;IR_007
-0.06093067;0.78256323;IR_007
-0.23788;101.725;IR_007
-0.35890667;117.096.778;IR_007
-0.32510267;11.717.898;IR_007
-0.19072133;105.300.788;IR_007
-0.03797733;0.76160172;IR_007
0.03296933;0.51170758;IR_007
0.01085067;0.23345374;IR_007
-0.02670933;0.02137253;IR_007
-0.06886;-0.05589737;IR_007
-0.07720667;-0.12741313;IR_007
-0.086388;-0.09658737;IR_007
-0.15983867;-0.04438909;IR_007
-0.18154;0.01561838;IR_007
-0.10725467;0.03205879;IR_007
0.095152;0.02466061;IR_007
0.40272667;-0.05178727;IR_007
0.652292;-0.18125545;IR_007
0.78291733;-0.24866111;IR_007
0.76455467;-0.39333667;IR_007
0.605968;-0.45087808;IR_007
0.33720533;-0.46361939;IR_007
-0.01544133;-0.40443394;IR_007
-0.374348;-0.19646283;IR_007
-0.66147333;0.00287707;IR_007
-0.8138;0.20961515;IR_007
-0.73701067;0.33127414;IR_007
-0.46490933;0.38963758;IR_007
-0.108924;0.40895505;IR_007
0.226612;0.34894758;IR_007
0.46157067;0.25030515;IR_007
0.626;0.07357081;IR_007
0.70278933;-0.16769212;IR_007
0.72908133;-0.29387222;IR_007
0.66940267;-0.37936232;IR_007
0.5008;-0.33168515;IR_007
0.32552;-0.17056919;IR_007
0.19447733;-0.10891768;IR_007
0.16693333;-0.05260929;IR_007
0.18696533;-0.11302778;IR_007
0.17987067;-0.21783535;IR_007
0.10683733;-0.35634576;IR_007
-0.041316;-0.58404535;IR_007
-0.167768;-0.82448626;IR_007
-0.23704533;-0.99012333;IR_007
-0.26918;-0.89312495;IR_007
-0.272936;-0.58856646;IR_007
-0.25332133;-0.10398556;IR_007
-0.190304;0.38018434;IR_007
-0.066356;0.65145101;IR_007
0.06301733;0.75091545;IR_007
0.17194133;0.62843444;IR_007
0.23996667;0.3703201;IR_007
0.24956533;0.0690497;IR_007
0.25624267;-0.20345;IR_007
0.261668;-0.3579898;IR_007
0.30507067;-0.30661354;IR_007
0.354316;-0.00534313;IR_007
0.36266267;0.35305768;IR_007
0.36141067;0.66953545;IR_007
0.33595333;0.80845687;IR_007
0.318008;0.70981444;IR_007
0.27126667;0.53061404;IR_007
0.14564933;0.3337402;IR_007
-0.01335467;0.16481505;IR_007
-0.14356267;-0.01685141;IR_007
-0.16902;-0.21783535;IR_007
-0.108924;-0.35141364;IR_007
-0.001252;-0.33990535;IR_007
0.135216;-0.10193051;IR_007
0.23954933;0.21742434;IR_007
0.32969333;0.5166397;IR_007
0.434444;0.68844192;IR_007
0.524588;0.67693364;IR_007
0.515824;0.65021798;IR_007
0.35723733;0.61980323;IR_007
0.157752;0.58075727;IR_007
-0.00959867;0.50841949;IR_007
-0.16109067;0.37114212;IR_007
-0.19990267;0.15906091;IR_007
-0.17235867;-0.00904222;IR_007
-0.19990267;-0.12001495;IR_007
-0.311748;-0.20961515;IR_007
-0.376852;-0.21454727;IR_007
-0.252904;-0.26099141;IR_007
-0.07303333;-0.25112717;IR_007
0.08972667;-0.17385727;IR_007
0.23454133;-0.14303152;IR_007
0.38102533;-0.1138498;IR_007
0.50706;-0.19399677;IR_007
0.60388133;-0.34072737;IR_007
0.687348;-0.42251838;IR_007
0.61014133;-0.38717152;IR_007
0.345552;-0.17878939;IR_007
-0.05300133;0.0690497;IR_007
-0.41149067;0.22564455;IR_007
-0.54921067;0.34072737;IR_007
-0.61556667;0.38100636;IR_007
-0.60888933;0.25564828;IR_007
-0.51415467;0.11097273;IR_007
-0.27961333;-0.03000374;IR_007
0.14731867;-0.11343879;IR_007
0.46115333;-0.11261677;IR_007
0.60513333;-0.04644414;IR_007
0.61181067;0.05178727;IR_007
0.38394667;0.1750903;IR_007
0.05425333;0.28524101;IR_007
-0.13479867;0.20797111;IR_007
-0.164012;0.13933242;IR_007
-0.12102667;0.03904596;IR_007
-0.11434933;-0.0041101;IR_007
-0.03964667;-0.10850667;IR_007
0.29630667;-0.2482501;IR_007
0.535856;-0.24126293;IR_007
0.63768533;-0.34319343;IR_007
0.63559867;-0.27825384;IR_007
0.436948;-0.20838212;IR_007
0.259164;-0.16111596;IR_007
-0.00918133;-0.08466808;IR_007
-0.127704;-0.17591232;IR_007
-0.05341867;-0.08918919;IR_007
-0.06051333;0.04932121;IR_007
-0.008764;0.18536556;IR_007
-0.00292133;0.31236768;IR_007
0.153996;0.33743929;IR_007
0.36224533;0.32058788;IR_007
0.32844133;0.22441152;IR_007
0.16067333;0.19070869;IR_007
-0.15691733;0.19564081;IR_007
-0.33887467;0.4311496;IR_007
-0.44779867;0.58404535;IR_007
-0.48828;0.63131152;IR_007
-0.365584;0.73735212;IR_007
-0.18362667;0.6592602;IR_007
0.08805733;0.70364929;IR_007
0.18070533;0.54376636;IR_007
0.27084933;0.29510525;IR_007
0.44237333;0.13522232;IR_007
0.44905067;0.00164404;IR_007
0.34346533;0.0164404;IR_007
0.15983867;-0.04685515;IR_007
0.052584;0.05466434;IR_007
-0.00792933;0.13768838;IR_007
-0.01418933;0.32017687;IR_007
0.04799333;0.53184707;IR_007
0.033804;0.59308758;IR_007
0.06969467;0.63377758;IR_007
0.16067333;0.39991283;IR_007
0.236628;0.28113091;IR_007
0.26876267;0.24948313;IR_007
0.17820133;0.38799354;IR_007
-0.00333867;0.53225808;IR_007
-0.123948;0.49197909;IR_007
-0.13438133;0.41840828;IR_007
0.01878;0.15700586;IR_007
0.209084;0.03945697;IR_007
0.25832933;-0.07850293;IR_007
0.30214933;-0.09453232;IR_007
0.242888;-0.14220949;IR_007
0.12853867;-0.3131897;IR_007
0.023788;-0.34113838;IR_007
-0.071364;-0.37895131;IR_007
-0.077624;-0.19235273;IR_007
-0.171524;-0.10521859;IR_007
-0.35765467;-0.03329182;IR_007
-0.578424;0.05425333;IR_007
-0.68526133;0.02137253;IR_007
-0.61974;0.0571304;IR_007
-0.50121733;-0.06946071;IR_007
-0.47367333;-0.17878939;IR_007
-0.584684;-0.33209616;IR_007
-0.59636933;-0.39950182;IR_007
-0.33219733;-0.35963384;IR_007
0.17068933;-0.26181343;IR_007
0.55046267;-0.16645909;IR_007
0.666064;-0.16851414;IR_007
0.65104;-0.11138374;IR_007
0.56006133;-0.13974343;IR_007
0.48285467;-0.10645162;IR_007
0.34889067;-0.18659859;IR_007
0.19489467;-0.33045212;IR_007
0.036308;-0.51992778;IR_007
-0.14940533;-0.73817414;IR_007
-0.19322533;-0.72584384;IR_007
-0.09807333;-0.68309879;IR_007
0.116436;-0.42375141;IR_007
0.33887467;-0.1344003;IR_007
0.43110533;0.13686636;IR_007
0.47492533;0.37730727;IR_007
0.508312;0.45827626;IR_007
0.609724;0.60747293;IR_007
0.754956;0.5573297;IR_007
0.88808533;0.45539919;IR_007
0.940252;0.36621;IR_007
0.77206667;0.37730727;IR_007
0.51916267;0.50430939;IR_007
0.28128267;0.59021051;IR_007
0.02211867;0.66542535;IR_007
-0.261668;0.58116828;IR_007
-0.5947;0.46978455;IR_007
-0.88266;0.19153071;IR_007
-0.99241867;0.00657616;IR_007
-0.89977067;-0.0649396;IR_007
-0.642276;-0.1463196;IR_007
-0.314252;-0.09576535;IR_007
-0.02921333;-0.06082949;IR_007
0.16276;0.07398182;IR_007
0.30089733;0.02342758;IR_007
0.44028667;-0.13522232;IR_007
0.542116;-0.32058788;IR_007
0.53752533;-0.57500313;IR_007
0.40147467;-0.62884545;IR_007
0.19698133;-0.62021424;IR_007
0.12102667;-0.45868727;IR_007
0.202824;-0.27373273;IR_007
0.291716;-0.14673061;IR_007
0.30840933;-0.06946071;IR_007
0.27836133;-0.05219828;IR_007
0.28211733;0.01931747;IR_007
0.31133067;0.09946444;IR_007
0.32385067;0.13275626;IR_007
0.27251867;0.01726242;IR_007
0.189052;0.09042222;IR_007
0.11351467;0.2482501;IR_007
0.03756;0.47060657;IR_007
-0.01043333;0.69748414;IR_007
-0.02587467;0.67981071;IR_007
0.01669333;0.60459586;IR_007
0.105168;0.36168889;IR_007
0.16568133;0.20057293;IR_007
0.13312933;0.18906465;IR_007
0.04841067;0.24455101;IR_007
-0.00959867;0.25030515;IR_007
-0.08179733;0.17344626;IR_007
-0.17361067;0.23674182;IR_007
-0.30966133;0.23016566;IR_007
-0.46324;0.24085192;IR_007
-0.537108;0.10645162;IR_007
-0.499548;-0.19276374;IR_007
-0.42108933;-0.39539172;IR_007
-0.44487733;-0.50554242;IR_007
-0.54378533;-0.41717525;IR_007
-0.608472;-0.39991283;IR_007
-0.63559867;-0.43073859;IR_007
-0.66397733;-0.57870222;IR_007
-0.620992;-0.65145101;IR_007
-0.47242133;-0.53760121;IR_007
-0.21826533;-0.38634949;IR_007
0.10808933;-0.00287707;IR_007
0.41733333;0.25770333;IR_007
0.65062267;0.54705444;IR_007
0.74911333;0.74844939;IR_007
0.787508;0.74598333;IR_007
0.741184;0.66583636;IR_007
0.617236;0.32017687;IR_007
0.492036;-0.03452485;IR_007
0.32385067;-0.4393698;IR_007
0.207832;-0.65802717;IR_007
0.12812133;-0.51006354;IR_007
0.05592267;-0.16728111;IR_007
0.06051333;0.26263545;IR_007
0.09807333;0.51705071;IR_007
0.140224;0.6876199;IR_007
0.13730267;0.80023667;IR_007
